specialmove
motor1 0.29 -79.69 -125.39 12.60 -62.70 -65.92
motor2 -19.04 -69.43 -77.34 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 13.48 -62.70 -65.62
motor2 -19.63 -69.43 -77.05 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 14.65 -62.70 -65.62
motor2 -21.09 -69.43 -77.05 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 15.53 -62.70 -65.62
motor2 -22.27 -69.43 -76.76 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 16.41 -62.70 -65.62
motor2 -23.14 -69.43 -76.17 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 17.29 -62.70 -65.62
motor2 -24.32 -68.85 -75.88 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 17.87 -62.70 -65.62
motor2 -24.61 -69.43 -75.88 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 19.04 -62.40 -65.33
motor2 -26.07 -69.43 -75.88 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 19.63 -62.70 -65.62
motor2 -26.95 -69.14 -75.59 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 20.51 -62.70 -65.62
motor2 -27.83 -69.43 -75.59 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 21.09 -62.70 -65.62
motor2 -28.42 -69.43 -75.59 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 21.97 -62.70 -65.62
motor2 -29.30 -69.14 -75.59 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 23.14 -62.70 -65.62
motor2 -30.18 -69.43 -75.29 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 24.02 -62.70 -65.62
motor2 -31.05 -69.43 -75.29 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 25.20 -62.70 -65.62
motor2 -31.64 -69.43 -75.00 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 26.07 -62.70 -65.62
motor2 -32.81 -69.43 -74.71 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 27.25 -62.70 -65.92
motor2 -32.81 -69.14 -74.12 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 28.42 -62.70 -65.62
motor2 -34.57 -69.14 -74.12 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 29.00 -62.70 -65.62
motor2 -35.16 -69.14 -73.83 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 30.18 -63.87 -65.62
motor2 -36.62 -69.14 -74.12 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 31.35 -62.70 -65.62
motor2 -37.50 -69.14 -73.83 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 32.52 -62.70 -65.62
motor2 -37.79 -69.14 -73.83 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 33.40 -62.70 -65.62
motor2 -38.96 -69.14 -73.83 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 34.86 -62.70 -65.62
motor2 -39.84 -68.85 -73.83 -0.29 -71.19 -123.93
motor1 0.59 -79.69 -125.39 36.04 -62.70 -65.62
motor2 -40.72 -68.85 -73.83 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 36.91 -62.70 -65.62
motor2 -41.60 -68.85 -73.83 -0.29 -71.19 -123.93
motor1 0.00 -79.69 -125.39 37.79 -62.99 -65.62
motor2 -42.48 -68.85 -73.83 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 38.96 -62.70 -65.62
motor2 -42.77 -68.85 -74.12 -0.29 -71.19 -123.93
motor1 0.59 -79.69 -125.39 39.55 -62.99 -65.62
motor2 -43.95 -68.85 -73.83 0.00 -71.19 -123.93
motor1 0.59 -79.69 -125.39 40.72 -62.70 -65.62
motor2 -44.24 -68.85 -73.83 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 40.43 -62.70 -65.62
motor2 -44.24 -68.85 -73.83 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 40.43 -62.99 -65.33
motor2 -44.24 -68.85 -74.12 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 40.72 -62.99 -65.33
motor2 -44.24 -68.85 -74.71 -0.29 -71.19 -123.93
motor1 0.00 -79.69 -125.39 40.43 -62.99 -65.33
motor2 -44.24 -69.14 -75.00 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 40.43 -62.99 -65.33
motor2 -43.95 -69.14 -75.00 -0.29 -71.19 -123.93
motor1 0.00 -79.69 -125.39 39.84 -62.99 -65.33
motor2 -43.65 -69.14 -75.29 -0.29 -71.19 -123.93
motor1 0.59 -79.69 -125.39 38.38 -62.70 -65.04
motor2 -43.36 -69.14 -75.00 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 38.09 -62.70 -64.45
motor2 -42.77 -69.14 -75.00 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 37.79 -62.70 -64.45
motor2 -42.77 -69.43 -75.00 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 37.50 -62.70 -64.45
motor2 -41.60 -69.43 -75.00 0.00 -71.19 -123.93
motor1 0.29 -79.69 -125.39 36.62 -62.70 -64.45
motor2 -41.31 -69.43 -75.00 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 36.04 -62.40 -65.04
motor2 -39.84 -69.43 -75.00 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 35.45 -62.40 -64.45
motor2 -38.96 -69.43 -75.00 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 34.28 -62.40 -64.45
motor2 -37.79 -69.43 -75.00 0.00 -71.19 -123.93
motor1 0.59 -79.69 -125.39 33.40 -62.40 -64.45
motor2 -36.91 -69.14 -75.00 -0.29 -71.19 -123.93
motor1 0.59 -79.69 -125.39 32.23 -62.40 -65.04
motor2 -35.45 -69.43 -75.00 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 31.35 -62.40 -64.45
motor2 -34.57 -69.43 -75.00 -0.29 -71.19 -123.93
motor1 0.59 -79.69 -125.39 30.18 -62.11 -65.04
motor2 -33.40 -69.43 -75.00 0.00 -71.19 -123.93
motor1 0.29 -79.69 -125.39 29.00 -62.40 -64.45
motor2 -32.23 -69.14 -75.00 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 28.12 -62.40 -64.45
motor2 -31.35 -69.14 -75.00 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 26.95 -62.40 -64.16
motor2 -30.18 -69.14 -75.00 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 25.78 -62.11 -64.45
motor2 -29.59 -68.85 -75.29 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 24.90 -62.11 -64.16
motor2 -28.42 -68.85 -75.00 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 24.02 -62.11 -64.16
motor2 -26.95 -68.85 -75.00 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 22.85 -61.82 -64.45
motor2 -25.78 -69.14 -75.00 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 21.39 -61.82 -64.16
motor2 -24.61 -68.85 -75.00 -0.29 -71.19 -123.93
motor1 0.29 -79.98 -125.39 20.21 -61.52 -64.16
motor2 -23.14 -68.85 -75.00 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 19.34 -61.23 -63.57
motor2 -21.97 -68.55 -75.29 -0.29 -71.19 -123.93
motor1 0.59 -79.69 -125.39 17.87 -60.94 -63.28
motor2 -20.80 -68.85 -75.29 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 17.29 -60.64 -63.28
motor2 -19.34 -68.55 -75.29 -0.29 -71.19 -123.93
motor1 0.59 -79.69 -125.39 16.41 -60.64 -62.99
motor2 -18.16 -68.85 -75.59 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 14.94 -60.35 -62.70
motor2 -16.70 -68.55 -75.29 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 14.36 -60.35 -62.70
motor2 -15.82 -68.85 -75.59 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 13.18 -59.77 -62.11
motor2 -14.36 -68.85 -75.59 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 12.01 -59.77 -61.82
motor2 -13.48 -68.55 -75.59 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 11.13 -59.77 -61.52
motor2 -12.30 -68.55 -75.29 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 10.25 -59.77 -61.52
motor2 -11.13 -68.85 -75.29 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 9.38 -59.77 -61.52
motor2 -10.25 -68.85 -75.29 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 8.50 -59.77 -61.52
motor2 -9.08 -68.85 -75.59 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 7.62 -59.47 -61.52
motor2 -8.20 -68.55 -75.29 -0.29 -71.19 -123.93
motor1 0.29 -79.69 -125.39 6.74 -59.47 -61.52
motor2 -7.62 -68.55 -75.29 -0.29 -71.19 -123.93
motor1 0.00 -79.69 -125.39 5.57 -59.47 -61.52
motor2 -7.03 -68.55 -75.29 -0.29 -71.19 -123.93
motor1 0.00 -79.69 -125.39 4.98 -59.47 -61.52
